agent,timestep,location,x,y,orientation
4,3732,145,25,4,-1
4,3733,175,25,5,-1
4,3734,205,25,6,-1
0,3735,125,5,4,-1
0,3736,124,4,4,-1
0,3737,154,4,5,-1
0,3738,184,4,6,-1
0,3739,214,4,7,-1
1,3735,587,17,19,-1
1,3736,557,17,18,-1
1,3737,527,17,17,-1
1,3738,526,16,17,-1
1,3739,525,15,17,-1
2,3735,296,26,9,-1
2,3736,326,26,10,-1
2,3737,356,26,11,-1
2,3738,386,26,12,-1
2,3739,416,26,13,-1
3,3735,775,25,25,-1
3,3736,805,25,26,-1
3,3737,804,24,26,-1
3,3738,803,23,26,-1
3,3739,802,22,26,-1
4,3735,235,25,7,-1
4,3736,265,25,8,-1
4,3737,295,25,9,-1
4,3738,325,25,10,-1
4,3739,355,25,11,-1
0,3740,244,4,8,-1
0,3741,274,4,9,-1
0,3742,304,4,10,-1
0,3743,334,4,11,-1
0,3744,364,4,12,-1
1,3740,495,15,16,-1
1,3741,465,15,15,-1
1,3742,435,15,14,-1
1,3743,405,15,13,-1
1,3744,375,15,12,-1
2,3740,446,26,14,-1
2,3741,476,26,15,-1
2,3742,476,26,15,-1
2,3743,476,26,15,-1
2,3744,475,25,15,-1
3,3740,801,21,26,-1
3,3741,800,20,26,-1
3,3742,799,19,26,-1
3,3743,798,18,26,-1
3,3744,797,17,26,-1
4,3740,385,25,12,-1
4,3741,415,25,13,-1
4,3742,445,25,14,-1
4,3743,475,25,15,-1
4,3744,445,25,14,-1
0,3745,394,4,13,-1
0,3746,424,4,14,-1
0,3747,454,4,15,-1
0,3748,484,4,16,-1
0,3749,485,5,16,-1
1,3745,345,15,11,-1
1,3746,315,15,10,-1
1,3747,285,15,9,-1
1,3748,255,15,8,-1
1,3749,225,15,7,-1
2,3745,445,25,14,-1
2,3746,415,25,13,-1
2,3747,385,25,12,-1
2,3748,355,25,11,-1
2,3749,325,25,10,-1
3,3745,796,16,26,-1
3,3746,766,16,25,-1
3,3747,736,16,24,-1
3,3748,706,16,23,-1
3,3749,676,16,22,-1
4,3745,415,25,13,-1
4,3746,385,25,12,-1
4,3747,355,25,11,-1
4,3748,325,25,10,-1
4,3749,295,25,9,-1
0,3750,486,6,16,-1
0,3751,487,7,16,-1
0,3752,488,8,16,-1
0,3753,489,9,16,-1
0,3754,490,10,16,-1
1,3750,195,15,6,-1
1,3751,165,15,5,-1
1,3752,135,15,4,-1
1,3753,134,14,4,-1
1,3754,133,13,4,-1
2,3750,295,25,9,-1
2,3751,265,25,8,-1
2,3752,235,25,7,-1
2,3753,205,25,6,-1
2,3754,175,25,5,-1
3,3750,646,16,21,-1
3,3751,616,16,20,-1
3,3752,617,17,20,-1
3,3753,587,17,19,-1
3,3754,557,17,18,-1
4,3750,265,25,8,-1
4,3751,235,25,7,-1
4,3752,205,25,6,-1
4,3753,175,25,5,-1
4,3754,145,25,4,-1
0,3755,491,11,16,-1
0,3756,492,12,16,-1
0,3757,493,13,16,-1
0,3758,494,14,16,-1
0,3759,495,15,16,-1
1,3755,132,12,4,-1
1,3756,131,11,4,-1
1,3757,130,10,4,-1
1,3758,129,9,4,-1
1,3759,128,8,4,-1
2,3755,176,26,5,-1
2,3756,175,25,5,-1
2,3757,145,25,4,-1
2,3758,175,25,5,-1
2,3759,205,25,6,-1
3,3755,527,17,17,-1
3,3756,526,16,17,-1
3,3757,525,15,17,-1
3,3758,495,15,16,-1
3,3759,465,15,15,-1
4,3755,175,25,5,-1
4,3756,205,25,6,-1
4,3757,235,25,7,-1
4,3758,265,25,8,-1
4,3759,295,25,9,-1
0,3760,496,16,16,-1
0,3761,497,17,16,-1
0,3762,498,18,16,-1
0,3763,499,19,16,-1
0,3764,500,20,16,-1
1,3760,127,7,4,-1
1,3761,126,6,4,-1
1,3762,125,5,4,-1
1,3763,124,4,4,-1
1,3764,154,4,5,-1
2,3760,235,25,7,-1
2,3761,265,25,8,-1
2,3762,295,25,9,-1
2,3763,325,25,10,-1
2,3764,355,25,11,-1
3,3760,435,15,14,-1
3,3761,405,15,13,-1
3,3762,375,15,12,-1
3,3763,345,15,11,-1
3,3764,315,15,10,-1
4,3760,325,25,10,-1
4,3761,355,25,11,-1
4,3762,385,25,12,-1
4,3763,415,25,13,-1
4,3764,445,25,14,-1
0,3765,501,21,16,-1
0,3766,471,21,15,-1
0,3767,472,22,15,-1
0,3768,473,23,15,-1
0,3769,474,24,15,-1
1,3765,184,4,6,-1
1,3766,214,4,7,-1
1,3767,244,4,8,-1
1,3768,274,4,9,-1
1,3769,304,4,10,-1
2,3765,385,25,12,-1
2,3766,415,25,13,-1
2,3767,445,25,14,-1
2,3768,475,25,15,-1
2,3769,445,25,14,-1
3,3765,285,15,9,-1
3,3766,255,15,8,-1
3,3767,225,15,7,-1
3,3768,195,15,6,-1
3,3769,165,15,5,-1
4,3765,475,25,15,-1
4,3766,445,25,14,-1
4,3767,446,26,14,-1
4,3768,445,25,14,-1
4,3769,415,25,13,-1
0,3770,475,25,15,-1
0,3771,505,25,16,-1
0,3772,535,25,17,-1
0,3773,565,25,18,-1
0,3774,595,25,19,-1
1,3770,334,4,11,-1
1,3771,364,4,12,-1
1,3772,394,4,13,-1
1,3773,424,4,14,-1
1,3774,454,4,15,-1
2,3770,415,25,13,-1
2,3771,385,25,12,-1
2,3772,355,25,11,-1
2,3773,325,25,10,-1
2,3774,295,25,9,-1
3,3770,135,15,4,-1
3,3771,134,14,4,-1
3,3772,133,13,4,-1
3,3773,132,12,4,-1
3,3774,131,11,4,-1
4,3770,385,25,12,-1
4,3771,355,25,11,-1
4,3772,325,25,10,-1
4,3773,295,25,9,-1
4,3774,265,25,8,-1
0,3775,594,24,19,-1
0,3776,593,23,19,-1
0,3777,592,22,19,-1
0,3778,591,21,19,-1
0,3779,590,20,19,-1
1,3775,484,4,16,-1
1,3776,485,5,16,-1
1,3777,486,6,16,-1
1,3778,487,7,16,-1
1,3779,488,8,16,-1
2,3775,265,25,8,-1
2,3776,235,25,7,-1
2,3777,205,25,6,-1
2,3778,175,25,5,-1
2,3779,145,25,4,-1
3,3775,130,10,4,-1
3,3776,129,9,4,-1
3,3777,128,8,4,-1
3,3778,127,7,4,-1
3,3779,126,6,4,-1
4,3775,235,25,7,-1
4,3776,205,25,6,-1
4,3777,175,25,5,-1
4,3778,145,25,4,-1
4,3779,144,24,4,-1
0,3780,589,19,19,-1
0,3781,619,19,20,-1
0,3782,618,18,20,-1
0,3783,648,18,21,-1
0,3784,678,18,22,-1
1,3780,489,9,16,-1
1,3781,490,10,16,-1
1,3782,491,11,16,-1
1,3783,492,12,16,-1
1,3784,493,13,16,-1
2,3780,175,25,5,-1
2,3781,205,25,6,-1
2,3782,235,25,7,-1
2,3783,265,25,8,-1
2,3784,295,25,9,-1
3,3780,125,5,4,-1
3,3781,124,4,4,-1
3,3782,154,4,5,-1
3,3783,184,4,6,-1
3,3784,214,4,7,-1
4,3780,143,23,4,-1
4,3781,142,22,4,-1
4,3782,141,21,4,-1
4,3783,140,20,4,-1
4,3784,139,19,4,-1
0,3785,708,18,23,-1
0,3786,738,18,24,-1
0,3787,768,18,25,-1
0,3788,767,17,25,-1
0,3789,766,16,25,-1
1,3785,494,14,16,-1
1,3786,495,15,16,-1
1,3787,496,16,16,-1
1,3788,526,16,17,-1
1,3789,556,16,18,-1
2,3785,325,25,10,-1
2,3786,355,25,11,-1
2,3787,385,25,12,-1
2,3788,415,25,13,-1
2,3789,445,25,14,-1
3,3785,244,4,8,-1
3,3786,274,4,9,-1
3,3787,304,4,10,-1
3,3788,334,4,11,-1
3,3789,364,4,12,-1
4,3785,138,18,4,-1
4,3786,137,17,4,-1
4,3787,136,16,4,-1
4,3788,135,15,4,-1
4,3789,134,14,4,-1
0,3790,765,15,25,-1
0,3791,764,14,25,-1
0,3792,763,13,25,-1
0,3793,762,12,25,-1
0,3794,761,11,25,-1
1,3790,586,16,19,-1
1,3791,616,16,20,-1
1,3792,646,16,21,-1
1,3793,676,16,22,-1
1,3794,706,16,23,-1
2,3790,475,25,15,-1
2,3791,505,25,16,-1
2,3792,535,25,17,-1
2,3793,565,25,18,-1
2,3794,595,25,19,-1
3,3790,394,4,13,-1
3,3791,424,4,14,-1
3,3792,454,4,15,-1
3,3793,424,4,14,-1
3,3794,394,4,13,-1
4,3790,133,13,4,-1
4,3791,132,12,4,-1
4,3792,131,11,4,-1
4,3793,130,10,4,-1
4,3794,129,9,4,-1
0,3795,760,10,25,-1
0,3796,759,9,25,-1
0,3797,758,8,25,-1
0,3798,757,7,25,-1
0,3799,756,6,25,-1
1,3795,736,16,24,-1
1,3796,766,16,25,-1
1,3797,767,17,25,-1
1,3798,768,18,25,-1
1,3799,769,19,25,-1
2,3795,625,25,20,-1
2,3796,655,25,21,-1
2,3797,685,25,22,-1
2,3798,715,25,23,-1
2,3799,745,25,24,-1
3,3795,364,4,12,-1
3,3796,334,4,11,-1
3,3797,304,4,10,-1
3,3798,274,4,9,-1
3,3799,244,4,8,-1
4,3795,128,8,4,-1
4,3796,127,7,4,-1
4,3797,126,6,4,-1
4,3798,125,5,4,-1
4,3799,124,4,4,-1
0,3800,755,5,25,-1
0,3801,754,4,25,-1
0,3802,724,4,24,-1
0,3803,694,4,23,-1
0,3804,664,4,22,-1
1,3800,770,20,25,-1
1,3801,771,21,25,-1
1,3802,772,22,25,-1
1,3803,773,23,25,-1
1,3804,774,24,25,-1
2,3800,775,25,25,-1
2,3801,805,25,26,-1
2,3802,804,24,26,-1
2,3803,803,23,26,-1
2,3804,802,22,26,-1
3,3800,214,4,7,-1
3,3801,215,5,7,-1
3,3802,185,5,6,-1
3,3803,184,4,6,-1
3,3804,154,4,5,-1
4,3800,154,4,5,-1
4,3801,184,4,6,-1
4,3802,214,4,7,-1
4,3803,244,4,8,-1
4,3804,274,4,9,-1
0,3805,634,4,21,-1
0,3806,604,4,20,-1
0,3807,574,4,19,-1
0,3808,544,4,18,-1
0,3809,514,4,17,-1
1,3805,775,25,25,-1
1,3806,805,25,26,-1
1,3807,804,24,26,-1
1,3808,803,23,26,-1
1,3809,802,22,26,-1
2,3805,801,21,26,-1
2,3806,800,20,26,-1
2,3807,799,19,26,-1
2,3808,798,18,26,-1
2,3809,797,17,26,-1
3,3805,124,4,4,-1
3,3806,125,5,4,-1
3,3807,126,6,4,-1
3,3808,127,7,4,-1
3,3809,128,8,4,-1
4,3805,304,4,10,-1
4,3806,334,4,11,-1
4,3807,364,4,12,-1
4,3808,394,4,13,-1
4,3809,424,4,14,-1
0,3810,514,4,17,-1
0,3811,514,4,17,-1
0,3812,484,4,16,-1
0,3813,454,4,15,-1
0,3814,424,4,14,-1
1,3810,801,21,26,-1
1,3811,800,20,26,-1
1,3812,799,19,26,-1
1,3813,798,18,26,-1
1,3814,797,17,26,-1
2,3810,796,16,26,-1
2,3811,766,16,25,-1
2,3812,736,16,24,-1
2,3813,706,16,23,-1
2,3814,676,16,22,-1
3,3810,129,9,4,-1
3,3811,130,10,4,-1
3,3812,131,11,4,-1
3,3813,132,12,4,-1
3,3814,133,13,4,-1
4,3810,454,4,15,-1
4,3811,484,4,16,-1
4,3812,485,5,16,-1
4,3813,486,6,16,-1
4,3814,487,7,16,-1
0,3815,394,4,13,-1
0,3816,364,4,12,-1
0,3817,334,4,11,-1
0,3818,304,4,10,-1
0,3819,274,4,9,-1
1,3815,796,16,26,-1
1,3816,766,16,25,-1
1,3817,767,17,25,-1
1,3818,768,18,25,-1
1,3819,769,19,25,-1
2,3815,646,16,21,-1
2,3816,616,16,20,-1
2,3817,617,17,20,-1
2,3818,587,17,19,-1
2,3819,557,17,18,-1
3,3815,134,14,4,-1
3,3816,135,15,4,-1
3,3817,134,14,4,-1
3,3818,133,13,4,-1
3,3819,132,12,4,-1
4,3815,488,8,16,-1
4,3816,489,9,16,-1
4,3817,490,10,16,-1
4,3818,491,11,16,-1
4,3819,492,12,16,-1
0,3820,244,4,8,-1
0,3821,214,4,7,-1
0,3822,184,4,6,-1
0,3823,154,4,5,-1
0,3824,124,4,4,-1
1,3820,770,20,25,-1
1,3821,771,21,25,-1
1,3822,772,22,25,-1
1,3823,773,23,25,-1
1,3824,774,24,25,-1
2,3820,527,17,17,-1
2,3821,526,16,17,-1
2,3822,525,15,17,-1
2,3823,495,15,16,-1
2,3824,465,15,15,-1
3,3820,131,11,4,-1
3,3821,130,10,4,-1
3,3822,129,9,4,-1
3,3823,128,8,4,-1
3,3824,127,7,4,-1
4,3820,493,13,16,-1
4,3821,494,14,16,-1
4,3822,495,15,16,-1
4,3823,496,16,16,-1
4,3824,497,17,16,-1
0,3825,154,4,5,-1
0,3826,184,4,6,-1
0,3827,214,4,7,-1
0,3828,244,4,8,-1
0,3829,274,4,9,-1
1,3825,775,25,25,-1
1,3826,805,25,26,-1
1,3827,804,24,26,-1
1,3828,803,23,26,-1
1,3829,802,22,26,-1
2,3825,435,15,14,-1
2,3826,405,15,13,-1
2,3827,375,15,12,-1
2,3828,345,15,11,-1
2,3829,315,15,10,-1
3,3825,126,6,4,-1
3,3826,125,5,4,-1
3,3827,124,4,4,-1
3,3828,154,4,5,-1
3,3829,184,4,6,-1
4,3825,498,18,16,-1
4,3826,499,19,16,-1
4,3827,500,20,16,-1
4,3828,501,21,16,-1
4,3829,471,21,15,-1
0,3830,304,4,10,-1
0,3831,334,4,11,-1
0,3832,364,4,12,-1
0,3833,394,4,13,-1
0,3834,424,4,14,-1
1,3830,801,21,26,-1
1,3831,800,20,26,-1
1,3832,799,19,26,-1
1,3833,798,18,26,-1
1,3834,797,17,26,-1
2,3830,285,15,9,-1
2,3831,255,15,8,-1
2,3832,225,15,7,-1
2,3833,195,15,6,-1
2,3834,165,15,5,-1
3,3830,214,4,7,-1
3,3831,244,4,8,-1
3,3832,274,4,9,-1
3,3833,304,4,10,-1
3,3834,334,4,11,-1
4,3830,472,22,15,-1
4,3831,473,23,15,-1
4,3832,474,24,15,-1
4,3833,475,25,15,-1
4,3834,445,25,14,-1
0,3835,454,4,15,-1
0,3836,424,4,14,-1
0,3837,425,5,14,-1
0,3838,424,4,14,-1
0,3839,394,4,13,-1
1,3835,796,16,26,-1
1,3836,766,16,25,-1
1,3837,765,15,25,-1
1,3838,764,14,25,-1
1,3839,763,13,25,-1
2,3835,135,15,4,-1
2,3836,134,14,4,-1
2,3837,133,13,4,-1
2,3838,132,12,4,-1
2,3839,131,11,4,-1
3,3835,364,4,12,-1
3,3836,394,4,13,-1
3,3837,424,4,14,-1
3,3838,454,4,15,-1
3,3839,484,4,16,-1
4,3835,415,25,13,-1
4,3836,385,25,12,-1
4,3837,355,25,11,-1
4,3838,325,25,10,-1
4,3839,295,25,9,-1
0,3840,364,4,12,-1
0,3841,334,4,11,-1
0,3842,304,4,10,-1
0,3843,274,4,9,-1
0,3844,244,4,8,-1
1,3840,762,12,25,-1
1,3841,761,11,25,-1
1,3842,760,10,25,-1
1,3843,759,9,25,-1
1,3844,758,8,25,-1
2,3840,130,10,4,-1
2,3841,129,9,4,-1
2,3842,128,8,4,-1
2,3843,127,7,4,-1
2,3844,126,6,4,-1
3,3840,485,5,16,-1
3,3841,486,6,16,-1
3,3842,487,7,16,-1
3,3843,488,8,16,-1
3,3844,489,9,16,-1
4,3840,265,25,8,-1
4,3841,235,25,7,-1
4,3842,205,25,6,-1
4,3843,175,25,5,-1
4,3844,145,25,4,-1
0,3845,214,4,7,-1
0,3846,184,4,6,-1
0,3847,185,5,6,-1
0,3848,155,5,5,-1
0,3849,154,4,5,-1
1,3845,757,7,25,-1
1,3846,756,6,25,-1
1,3847,755,5,25,-1
1,3848,754,4,25,-1
1,3849,724,4,24,-1
2,3845,125,5,4,-1
2,3846,124,4,4,-1
2,3847,154,4,5,-1
2,3848,184,4,6,-1
2,3849,214,4,7,-1
3,3845,490,10,16,-1
3,3846,491,11,16,-1
3,3847,492,12,16,-1
3,3848,493,13,16,-1
3,3849,494,14,16,-1
4,3845,175,25,5,-1
4,3846,205,25,6,-1
4,3847,235,25,7,-1
4,3848,265,25,8,-1
4,3849,295,25,9,-1
0,3850,124,4,4,-1
0,3851,125,5,4,-1
0,3852,126,6,4,-1
0,3853,127,7,4,-1
0,3854,128,8,4,-1
1,3850,694,4,23,-1
1,3851,664,4,22,-1
1,3852,634,4,21,-1
1,3853,604,4,20,-1
1,3854,574,4,19,-1
2,3850,244,4,8,-1
2,3851,274,4,9,-1
2,3852,304,4,10,-1
2,3853,334,4,11,-1
2,3854,364,4,12,-1
3,3850,495,15,16,-1
3,3851,496,16,16,-1
3,3852,497,17,16,-1
3,3853,498,18,16,-1
3,3854,499,19,16,-1
4,3850,325,25,10,-1
4,3851,355,25,11,-1
4,3852,385,25,12,-1
4,3853,415,25,13,-1
4,3854,445,25,14,-1
0,3855,129,9,4,-1
0,3856,130,10,4,-1
0,3857,131,11,4,-1
0,3858,132,12,4,-1
0,3859,133,13,4,-1
1,3855,544,4,18,-1
1,3856,514,4,17,-1
1,3857,514,4,17,-1
1,3858,514,4,17,-1
1,3859,484,4,16,-1
2,3855,394,4,13,-1
2,3856,424,4,14,-1
2,3857,454,4,15,-1
2,3858,484,4,16,-1
2,3859,485,5,16,-1
3,3855,500,20,16,-1
3,3856,501,21,16,-1
3,3857,471,21,15,-1
3,3858,472,22,15,-1
3,3859,473,23,15,-1
4,3855,475,25,15,-1
4,3856,445,25,14,-1
4,3857,415,25,13,-1
4,3858,385,25,12,-1
4,3859,355,25,11,-1
0,3860,134,14,4,-1
0,3861,135,15,4,-1
0,3862,134,14,4,-1
0,3863,133,13,4,-1
0,3864,132,12,4,-1
1,3860,454,4,15,-1
1,3861,424,4,14,-1
1,3862,394,4,13,-1
1,3863,364,4,12,-1
1,3864,334,4,11,-1
2,3860,486,6,16,-1
2,3861,487,7,16,-1
2,3862,488,8,16,-1
2,3863,489,9,16,-1
2,3864,490,10,16,-1
3,3860,474,24,15,-1
3,3861,475,25,15,-1
3,3862,505,25,16,-1
3,3863,535,25,17,-1
3,3864,565,25,18,-1
4,3860,325,25,10,-1
4,3861,295,25,9,-1
4,3862,265,25,8,-1
4,3863,235,25,7,-1
4,3864,205,25,6,-1
0,3865,131,11,4,-1
0,3866,130,10,4,-1
0,3867,129,9,4,-1
0,3868,128,8,4,-1
0,3869,127,7,4,-1
1,3865,304,4,10,-1
1,3866,274,4,9,-1
1,3867,244,4,8,-1
1,3868,214,4,7,-1
1,3869,184,4,6,-1
2,3865,491,11,16,-1
2,3866,492,12,16,-1
2,3867,493,13,16,-1
2,3868,494,14,16,-1
2,3869,495,15,16,-1
3,3865,595,25,19,-1
3,3866,594,24,19,-1
3,3867,593,23,19,-1
3,3868,592,22,19,-1
3,3869,591,21,19,-1
4,3865,175,25,5,-1
4,3866,145,25,4,-1
4,3867,144,24,4,-1
4,3868,143,23,4,-1
4,3869,142,22,4,-1
0,3870,126,6,4,-1
0,3871,125,5,4,-1
0,3872,124,4,4,-1
0,3873,125,5,4,-1
0,3874,126,6,4,-1
1,3870,154,4,5,-1
1,3871,124,4,4,-1
1,3872,154,4,5,-1
1,3873,184,4,6,-1
1,3874,214,4,7,-1
2,3870,496,16,16,-1
2,3871,497,17,16,-1
2,3872,498,18,16,-1
2,3873,499,19,16,-1
2,3874,500,20,16,-1
3,3870,590,20,19,-1
3,3871,589,19,19,-1
3,3872,619,19,20,-1
3,3873,618,18,20,-1
3,3874,648,18,21,-1
4,3870,141,21,4,-1
4,3871,140,20,4,-1
4,3872,139,19,4,-1
4,3873,138,18,4,-1
4,3874,137,17,4,-1
0,3875,127,7,4,-1
0,3876,128,8,4,-1
0,3877,129,9,4,-1
0,3878,130,10,4,-1
0,3879,131,11,4,-1
1,3875,244,4,8,-1
1,3876,274,4,9,-1
1,3877,304,4,10,-1
1,3878,334,4,11,-1
1,3879,364,4,12,-1
2,3875,501,21,16,-1
2,3876,471,21,15,-1
2,3877,472,22,15,-1
2,3878,473,23,15,-1
2,3879,474,24,15,-1
3,3875,678,18,22,-1
3,3876,708,18,23,-1
3,3877,738,18,24,-1
3,3878,768,18,25,-1
3,3879,767,17,25,-1
4,3875,167,17,5,-1
4,3876,166,16,5,-1
4,3877,196,16,6,-1
4,3878,226,16,7,-1
4,3879,256,16,8,-1
0,3880,132,12,4,-1
0,3881,133,13,4,-1
0,3882,134,14,4,-1
0,3883,135,15,4,-1
0,3884,134,14,4,-1
1,3880,394,4,13,-1
1,3881,424,4,14,-1
1,3882,454,4,15,-1
1,3883,424,4,14,-1
1,3884,394,4,13,-1
2,3880,475,25,15,-1
2,3881,445,25,14,-1
2,3882,415,25,13,-1
2,3883,385,25,12,-1
2,3884,355,25,11,-1
3,3880,766,16,25,-1
3,3881,765,15,25,-1
3,3882,764,14,25,-1
3,3883,763,13,25,-1
3,3884,762,12,25,-1
4,3880,286,16,9,-1
4,3881,316,16,10,-1
4,3882,346,16,11,-1
4,3883,376,16,12,-1
4,3884,406,16,13,-1
0,3885,133,13,4,-1
0,3886,132,12,4,-1
0,3887,131,11,4,-1
0,3888,130,10,4,-1
0,3889,129,9,4,-1
1,3885,364,4,12,-1
1,3886,334,4,11,-1
1,3887,304,4,10,-1
1,3888,274,4,9,-1
1,3889,244,4,8,-1
2,3885,325,25,10,-1
2,3886,295,25,9,-1
2,3887,265,25,8,-1
2,3888,235,25,7,-1
2,3889,205,25,6,-1
3,3885,761,11,25,-1
3,3886,760,10,25,-1
3,3887,759,9,25,-1
3,3888,758,8,25,-1
3,3889,757,7,25,-1
4,3885,436,16,14,-1
4,3886,466,16,15,-1
4,3887,465,15,15,-1
4,3888,464,14,15,-1
4,3889,463,13,15,-1
0,3890,128,8,4,-1
0,3891,127,7,4,-1
0,3892,126,6,4,-1
0,3893,125,5,4,-1
0,3894,124,4,4,-1
1,3890,214,4,7,-1
1,3891,184,4,6,-1
1,3892,154,4,5,-1
1,3893,124,4,4,-1
1,3894,154,4,5,-1
2,3890,175,25,5,-1
2,3891,145,25,4,-1
2,3892,144,24,4,-1
2,3893,143,23,4,-1
2,3894,142,22,4,-1
3,3890,756,6,25,-1
3,3891,755,5,25,-1
3,3892,754,4,25,-1
3,3893,724,4,24,-1
3,3894,694,4,23,-1
4,3890,462,12,15,-1
4,3891,461,11,15,-1
4,3892,460,10,15,-1
4,3893,459,9,15,-1
4,3894,458,8,15,-1
0,3895,154,4,5,-1
0,3896,184,4,6,-1
0,3897,214,4,7,-1
0,3898,244,4,8,-1
0,3899,274,4,9,-1
1,3895,184,4,6,-1
1,3896,214,4,7,-1
1,3897,244,4,8,-1
1,3898,274,4,9,-1
1,3899,304,4,10,-1
2,3895,141,21,4,-1
2,3896,140,20,4,-1
2,3897,139,19,4,-1
2,3898,138,18,4,-1
2,3899,137,17,4,-1
3,3895,664,4,22,-1
3,3896,634,4,21,-1
3,3897,604,4,20,-1
3,3898,574,4,19,-1
3,3899,544,4,18,-1
4,3895,457,7,15,-1
4,3896,456,6,15,-1
4,3897,455,5,15,-1
4,3898,454,4,15,-1
4,3899,424,4,14,-1
0,3900,304,4,10,-1
0,3901,334,4,11,-1
0,3902,364,4,12,-1
0,3903,394,4,13,-1
0,3904,424,4,14,-1
1,3900,334,4,11,-1
1,3901,364,4,12,-1
1,3902,394,4,13,-1
1,3903,424,4,14,-1
1,3904,454,4,15,-1
2,3900,136,16,4,-1
2,3901,135,15,4,-1
2,3902,105,15,3,-1
2,3903,106,16,3,-1
2,3904,107,17,3,-1
3,3900,514,4,17,-1
3,3901,484,4,16,-1
3,3902,454,4,15,-1
3,3903,484,4,16,-1
3,3904,514,4,17,-1
4,3900,394,4,13,-1
4,3901,395,5,13,-1
4,3902,365,5,12,-1
4,3903,364,4,12,-1
4,3904,334,4,11,-1
0,3905,454,4,15,-1
0,3906,424,4,14,-1
0,3907,394,4,13,-1
0,3908,364,4,12,-1
0,3909,334,4,11,-1
1,3905,484,4,16,-1
1,3906,485,5,16,-1
1,3907,486,6,16,-1
1,3908,487,7,16,-1
1,3909,488,8,16,-1
2,3905,108,18,3,-1
2,3906,109,19,3,-1
2,3907,110,20,3,-1
2,3908,111,21,3,-1
2,3909,141,21,4,-1
3,3905,544,4,18,-1
3,3906,543,3,18,-1
3,3907,573,3,19,-1
3,3908,603,3,20,-1
3,3909,633,3,21,-1
4,3905,304,4,10,-1
4,3906,274,4,9,-1
4,3907,244,4,8,-1
4,3908,214,4,7,-1
4,3909,184,4,6,-1
0,3910,304,4,10,-1
0,3911,274,4,9,-1
0,3912,244,4,8,-1
0,3913,214,4,7,-1
0,3914,215,5,7,-1
1,3910,489,9,16,-1
1,3911,490,10,16,-1
1,3912,491,11,16,-1
1,3913,492,12,16,-1
1,3914,493,13,16,-1
2,3910,142,22,4,-1
2,3911,143,23,4,-1
2,3912,144,24,4,-1
2,3913,145,25,4,-1
2,3914,144,24,4,-1
3,3910,663,3,22,-1
3,3911,693,3,23,-1
3,3912,723,3,24,-1
3,3913,753,3,25,-1
3,3914,754,4,25,-1
4,3910,154,4,5,-1
4,3911,124,4,4,-1
4,3912,154,4,5,-1
4,3913,184,4,6,-1
4,3914,214,4,7,-1
0,3915,214,4,7,-1
0,3916,184,4,6,-1
0,3917,154,4,5,-1
0,3918,124,4,4,-1
0,3919,154,4,5,-1
1,3915,494,14,16,-1
1,3916,495,15,16,-1
1,3917,496,16,16,-1
1,3918,526,16,17,-1
1,3919,556,16,18,-1
2,3915,143,23,4,-1
2,3916,142,22,4,-1
2,3917,141,21,4,-1
2,3918,140,20,4,-1
2,3919,139,19,4,-1
3,3915,724,4,24,-1
3,3916,694,4,23,-1
3,3917,664,4,22,-1
3,3918,634,4,21,-1
3,3919,604,4,20,-1
4,3915,244,4,8,-1
4,3916,274,4,9,-1
4,3917,304,4,10,-1
4,3918,334,4,11,-1
4,3919,364,4,12,-1
0,3920,184,4,6,-1
0,3921,214,4,7,-1
0,3922,244,4,8,-1
0,3923,274,4,9,-1
0,3924,304,4,10,-1
1,3920,586,16,19,-1
1,3921,616,16,20,-1
1,3922,646,16,21,-1
1,3923,676,16,22,-1
1,3924,706,16,23,-1
2,3920,138,18,4,-1
2,3921,137,17,4,-1
2,3922,167,17,5,-1
2,3923,166,16,5,-1
2,3924,196,16,6,-1
3,3920,574,4,19,-1
3,3921,544,4,18,-1
3,3922,514,4,17,-1
3,3923,484,4,16,-1
3,3924,454,4,15,-1
4,3920,394,4,13,-1
4,3921,424,4,14,-1
4,3922,454,4,15,-1
4,3923,424,4,14,-1
4,3924,394,4,13,-1
0,3925,334,4,11,-1
0,3926,335,5,11,-1
0,3927,365,5,12,-1
0,3928,395,5,13,-1
0,3929,425,5,14,-1
1,3925,736,16,24,-1
1,3926,766,16,25,-1
1,3927,767,17,25,-1
1,3928,768,18,25,-1
1,3929,769,19,25,-1
2,3925,226,16,7,-1
2,3926,256,16,8,-1
2,3927,286,16,9,-1
2,3928,316,16,10,-1
2,3929,346,16,11,-1
3,3925,424,4,14,-1
3,3926,394,4,13,-1
3,3927,364,4,12,-1
3,3928,334,4,11,-1
3,3929,304,4,10,-1
4,3925,364,4,12,-1
4,3926,334,4,11,-1
4,3927,304,4,10,-1
4,3928,274,4,9,-1
4,3929,244,4,8,-1
0,3930,455,5,15,-1
0,3931,485,5,16,-1
0,3932,486,6,16,-1
0,3933,487,7,16,-1
0,3934,488,8,16,-1
1,3930,770,20,25,-1
1,3931,771,21,25,-1
1,3932,772,22,25,-1
1,3933,773,23,25,-1
1,3934,774,24,25,-1
2,3930,376,16,12,-1
2,3931,406,16,13,-1
2,3932,436,16,14,-1
2,3933,466,16,15,-1
2,3934,465,15,15,-1
3,3930,274,4,9,-1
3,3931,244,4,8,-1
3,3932,214,4,7,-1
3,3933,184,4,6,-1
3,3934,185,5,6,-1
